Date,VZ_Close_Last,T_Close_Last
2018-11-27,60.65,23.82
2018-11-26,59.17,23.44
2018-11-23,58.64,22.97
2018-11-21,59.16,23.3
2018-11-20,59.46,23.02
2018-11-19,60.62,23.75
2018-11-16,60.21,23.7
2018-11-15,59.08,23.57
2018-11-14,58.94,23.87
2018-11-13,58.66,23.73
2018-11-12,58.72,24.09
2018-11-09,58.46,24.02
2018-11-08,58.27,24.29
2018-11-07,57.65,24.34
2018-11-06,57.21,24.23
2018-11-05,57.21,23.97
2018-11-02,56.63,23.88
2018-11-01,56.05,23.86
2018-10-31,57.09,24.01
2018-10-30,58.18,23.84
2018-10-29,56.48,23.19
2018-10-26,55.51,22.76
2018-10-25,56.43,23.46
2018-10-24,57.42,23.76
2018-10-23,57.21,25.84
2018-10-22,54.98,25.56
2018-10-19,54.9,25.72
2018-10-18,54.65,25.43
2018-10-17,53.96,25.49
2018-10-16,53.7,25.35
2018-10-15,53.6,25.32
2018-10-12,53.73,25.24
2018-10-11,53.33,24.85
2018-10-10,54.33,25.71
2018-10-09,54.99,26.21
2018-10-08,55.02,26.69
2018-10-05,54.94,26.6
2018-10-04,55.02,26.7
2018-10-03,54.29,26.54
2018-10-02,54.42,26.54
2018-10-01,53.84,26.21
2018-09-28,53.39,26.28
2018-09-27,53.59,26.15
2018-09-26,53.14,26.1
2018-09-25,53.05,26.42
2018-09-24,53.54,26.54
2018-09-21,54.42,26.43
2018-09-20,53.95,26.17
2018-09-19,53.5,26.11
2018-09-18,54.39,26.39
2018-09-17,54.7,26.31
2018-09-14,54.55,26.29
2018-09-13,54.94,26.36
2018-09-12,54.97,26.15
2018-09-11,54.72,25.56
2018-09-10,54.12,25.35
2018-09-07,54.0,25.13
2018-09-06,54.29,25.18
2018-09-05,53.82,25.06
2018-09-04,53.19,24.93
2018-08-31,54.37,24.99
2018-08-30,54.75,25.01
2018-08-29,54.57,25.22
2018-08-28,54.65,25.56
2018-08-27,54.85,25.69
2018-08-24,54.78,25.54
2018-08-23,54.28,25.42
2018-08-22,54.14,25.57
2018-08-21,54.91,26.14
2018-08-20,54.65,25.91
2018-08-17,54.79,25.85
